235,91,309,147,1.000000
236,91,309,146,0.754293
237,91,308,145,0.661320
237,91,308,145,0.646020
237,91,308,145,0.592925
238,91,306,143,0.481528
239,91,304,141,0.465594
229,109,303,165,0.407928
229,109,303,165,0.379295
127,117,152,136,0.424653
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
245,97,296,136,0.458672
246,97,297,136,0.444340
250,96,303,136,0.451489
250,96,303,136,0.429650
250,97,302,136,0.426695
250,97,303,136,0.400201
249,97,302,136,0.400317
249,97,302,136,0.392660
249,97,302,136,0.399958
249,97,302,136,0.408404
251,97,303,135,0.416118
252,97,304,135,0.412692
253,97,304,135,0.407990
254,98,304,135,0.415132
254,98,303,135,0.453297
254,98,303,135,0.447028
253,98,302,135,0.430904
11,71,139,168,0.436840
249,93,300,132,0.445748
248,93,299,132,0.454429
247,93,298,132,0.474315
246,93,297,132,0.498108
246,93,297,132,0.500735
246,93,297,132,0.500815
246,93,297,132,0.501059
246,93,297,132,0.494479
246,93,297,132,0.497480
246,93,297,132,0.505021
246,93,297,132,0.515726
246,93,297,132,0.522667
246,93,297,132,0.528377
246,93,297,132,0.537399
246,93,297,132,0.543881
246,93,297,132,0.546098
246,93,297,132,0.550731
246,93,297,132,0.550571
246,93,297,132,0.551712
246,93,297,132,0.548305
247,93,298,132,0.552496
247,93,298,132,0.524692
247,93,298,132,0.523042
247,93,298,132,0.529489
247,93,298,132,0.532605
247,93,298,132,0.533146
247,93,298,132,0.531177
247,93,298,132,0.534567
247,93,298,132,0.534652
247,93,298,132,0.535663
247,93,298,132,0.548651
248,94,298,132,0.548683
250,94,300,132,0.502518
NaN,NaN,NaN,NaN,NaN
261,101,312,140,0.485505
264,97,319,139,0.463055
266,96,324,140,0.451670
266,96,324,140,0.440208
266,96,324,140,0.478583
265,95,327,142,0.489471
265,95,328,142,0.503107
271,82,345,138,0.494612
271,82,345,138,0.523779
268,81,344,139,0.523159
265,81,340,139,0.495436
264,81,340,140,0.434774
264,81,340,140,0.407273
262,81,339,141,0.388015
262,81,340,142,0.395739
250,112,293,144,0.443968
246,108,294,144,0.380604
246,108,295,145,0.391665
242,108,294,147,0.422374
234,104,293,148,0.445368
233,103,294,148,0.448711
233,103,294,148,0.476195
233,103,294,148,0.482145
277,100,320,132,0.450057
280,100,320,130,0.440471
279,100,317,128,0.442660
276,98,315,127,0.429734
262,115,305,147,0.453574
260,115,302,146,0.460410
233,153,263,176,0.484050
233,153,263,176,0.492295
233,153,263,176,0.502273
233,153,263,176,0.501851
233,153,263,176,0.501722
233,153,263,176,0.495313
233,153,263,176,0.495511
233,153,263,176,0.486998
233,153,263,176,0.469503
233,153,263,176,0.454641
233,153,263,176,0.451541
233,153,263,176,0.456533
233,153,263,176,0.466381
233,153,263,176,0.484431
237,153,258,169,0.582340
237,153,258,169,0.560786
237,153,258,169,0.540198
237,153,258,169,0.571646
237,153,258,169,0.545608
237,153,258,169,0.557122
209,1,316,82,0.543017
208,1,316,83,0.520563
208,1,316,83,0.512657
208,1,316,83,0.493124
208,1,317,84,0.510726
208,1,316,84,0.525530
208,1,316,84,0.544194
208,1,316,84,0.522684
209,1,317,84,0.534233
210,1,317,83,0.538602
210,1,317,83,0.549702
210,0,318,83,0.563461
210,0,318,83,0.568359
210,0,318,83,0.566366
210,0,318,83,0.568102
210,0,318,83,0.558688
210,0,318,83,0.559967
210,0,318,83,0.561226
210,0,318,83,0.556355
210,0,318,83,0.562174
210,0,318,83,0.563467
210,0,318,83,0.565199
210,0,318,83,0.567828
210,0,318,83,0.566197
210,0,318,83,0.565604
210,0,318,83,0.565151
210,0,318,83,0.565037
210,0,318,83,0.569470
210,0,318,83,0.569280
210,0,318,83,0.567569
210,0,318,83,0.566326
210,0,318,83,0.566363
210,0,318,83,0.565997
210,0,318,83,0.566130
210,0,318,83,0.562498
210,0,318,83,0.566124
210,0,318,83,0.564011
210,0,318,83,0.566016
210,0,318,83,0.567043
210,0,318,83,0.565837
210,0,318,83,0.568270
210,0,318,83,0.543359
210,0,318,83,0.507732
210,0,318,83,0.504895
210,0,317,83,0.507266
210,0,318,84,0.505794
210,0,318,84,0.507974
210,0,318,84,0.529914
210,0,318,84,0.500364
210,0,318,84,0.498021
210,0,317,84,0.493782
210,0,316,84,0.487232
210,-1,316,83,0.520739
211,0,316,83,0.497959
211,0,316,83,0.498576
211,0,316,83,0.502635
211,0,316,83,0.502037
211,0,316,83,0.504633
211,0,316,83,0.508932
211,0,316,83,0.549911
223,1,297,57,0.659127
223,2,296,58,0.659804
223,2,296,58,0.663636
223,2,296,58,0.661336
224,2,296,57,0.633724
224,2,297,57,0.657023
225,2,297,56,0.644785
226,2,297,55,0.591206
227,3,296,55,0.524312
227,3,297,56,0.559407
209,1,316,82,0.559691
209,1,316,82,0.533922
209,1,316,82,0.541430
209,1,316,82,0.535180
209,1,316,82,0.524496
209,1,316,82,0.574424
209,0,317,82,0.601236
209,0,317,82,0.601882
209,0,317,82,0.594775
209,0,317,82,0.568863
209,0,317,82,0.565471
209,0,317,82,0.551016
209,0,317,82,0.557314
209,0,317,82,0.550974
209,0,317,82,0.527884
209,0,317,82,0.525150
208,1,315,82,0.504248
207,1,314,82,0.496657
206,1,312,81,0.482635
203,2,308,81,0.479536
200,4,301,80,0.453442
176,-13,324,98,0.460573
176,-13,324,98,0.445768
176,-13,324,98,0.438825
172,-16,328,101,0.406671
172,-16,328,101,0.391591
169,-19,332,103,0.408405
526,56,588,103,0.518661
NaN,NaN,NaN,NaN,NaN
501,117,552,156,0.523396
494,117,546,157,0.550950
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
77,101,128,140,0.356506
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
434,130,468,156,0.452643
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
167,151,197,174,0.383011
11,71,139,168,0.417754
11,71,139,168,0.416958
183,1,272,68,0.456821
184,1,273,68,0.472022
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
252,115,288,142,0.446590
252,115,288,142,0.493954
252,116,289,144,0.479253
252,116,289,144,0.453629
252,116,289,144,0.427756
252,116,289,144,0.427756
252,117,289,145,0.429496
252,117,289,145,0.456275
252,117,289,145,0.456184
252,117,289,145,0.442915
252,117,289,145,0.445858
252,117,289,145,0.453421
252,117,289,145,0.463644
252,117,289,145,0.462319
252,117,289,145,0.451033
252,117,289,145,0.456619
252,117,289,145,0.464453
252,117,289,145,0.458726
253,117,289,144,0.477728
253,117,289,144,0.491377
253,117,289,144,0.490973
253,117,289,144,0.500777
253,117,289,144,0.501597
253,117,289,144,0.505338
253,117,289,144,0.504382
253,117,289,144,0.504426
261,105,291,128,0.506253
261,105,291,128,0.505565
261,105,291,128,0.501168
261,105,291,128,0.495502
223,55,297,111,0.486773
223,55,296,110,0.480361
221,56,294,111,0.458277
218,55,294,113,0.453218
218,57,292,113,0.452894
216,57,291,114,0.457383
215,58,288,114,0.441566
215,58,288,114,0.440463
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
49,121,123,177,0.358696
50,121,123,177,0.368880
43,121,117,177,0.397492
113,93,164,132,0.656609
NaN,NaN,NaN,NaN,NaN
98,85,128,108,0.448120
95,80,123,101,0.426951
90,72,116,92,0.406570
79,66,106,87,0.442164
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
63,95,93,118,0.398183
57,79,87,102,0.482615
48,93,78,116,0.397965
28,161,65,189,0.552523
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
479,85,500,101,0.445243
481,73,503,90,0.434716
43,151,117,207,0.424386
41,149,117,207,0.427168
487,55,508,71,0.444841
1,91,129,188,0.453944
1,112,129,209,0.432208
1,88,130,185,0.444010
2,82,131,179,0.445138
0,77,130,175,0.434830
0,80,130,178,0.407944
-1,64,129,162,0.379259
-1,54,130,153,0.375262
29,120,118,187,0.418812
28,118,117,185,0.421868
28,122,117,189,0.421814
28,127,117,194,0.417431
28,136,117,203,0.405764
31,140,119,207,0.417089
33,145,120,212,0.423471
36,141,122,207,0.414929
191,187,212,203,0.477671
190,185,211,201,0.493019
189,181,210,197,0.485944
188,180,209,196,0.514099
189,181,210,197,0.502285
189,182,210,198,0.493661
191,181,213,198,0.454227
195,188,217,205,0.467043
200,187,222,204,0.460873
202,195,225,212,0.468370
206,200,228,216,0.452186
205,197,227,213,0.446391
79,265,153,321,0.479378
77,258,150,313,0.471611
21,61,149,158,0.503032
22,61,150,158,0.490220
21,68,150,166,0.508810
22,72,154,172,0.523634
22,66,156,167,0.561985
25,64,160,166,0.551842
28,57,163,159,0.559567
26,59,162,162,0.561388
26,57,162,160,0.573496
29,55,165,158,0.584860
30,57,167,160,0.577250
32,57,169,160,0.578141
32,58,169,161,0.577726
30,62,167,165,0.570201
30,64,168,168,0.528931
28,64,166,168,0.514047
29,68,166,171,0.484976
29,61,166,164,0.465950
31,59,168,162,0.455662
30,70,167,173,0.435943
28,71,165,174,0.429318
30,67,167,170,0.442919
32,59,169,162,0.441695
161,207,212,246,0.488283
31,61,159,158,0.474349
161,205,212,244,0.515180
161,205,212,244,0.515180
164,207,215,246,0.517731
176,205,228,245,0.510039
188,208,243,250,0.465938
195,209,250,251,0.523089
208,210,263,252,0.500748
213,212,267,254,0.479292
213,212,266,254,0.474903
214,211,267,253,0.469565
216,206,278,255,0.454622
216,201,283,254,0.438391
219,198,287,251,0.524623
222,197,292,252,0.487678
221,197,293,254,0.461451
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
61,61,189,158,0.472190
62,63,190,160,0.475109
63,57,191,154,0.467935
66,62,194,159,0.476635
65,56,192,152,0.504253
64,58,191,154,0.493417
64,69,190,164,0.513186
276,222,350,278,0.562727
278,221,351,277,0.558615
278,218,351,274,0.504363
278,216,351,272,0.469684
278,216,350,271,0.462142
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
120,148,209,215,0.383564
120,150,209,217,0.380244
121,146,210,213,0.378390
126,140,215,207,0.379962
129,145,218,212,0.378266
130,139,218,205,0.390834
130,140,219,207,0.387698
132,142,221,209,0.387749
135,139,224,206,0.383478
137,134,226,201,0.381363
138,133,226,200,0.382908
138,129,226,196,0.383068
139,132,227,199,0.377980
140,130,228,197,0.376326
140,130,228,197,0.375758
143,131,232,198,0.372341
145,133,234,200,0.372034
149,138,238,205,0.389009
151,145,240,212,0.391735
153,138,242,205,0.387246
155,137,244,204,0.389001
154,133,243,200,0.386713
152,129,241,196,0.387136
155,133,244,200,0.391918
154,127,243,194,0.397756
243,199,273,222,0.671272
243,205,272,227,0.673949
243,204,272,226,0.676855
